stepcount,cte_dataheaderid,createdon,companyid,cte_stepcountid
0,1147,2020-09-11 10:41:05.94257,,2595
0,1147,2020-09-11 10:41:05.942571,,2596
0,1147,2020-09-11 10:41:05.942573,,2597
0,1147,2020-09-11 10:41:05.942574,,2598
0,1147,2020-09-11 10:41:05.942575,,2599
0,1147,2020-09-11 10:41:05.942577,,2600
0,1148,2020-09-11 10:41:09.929526,,2601
0,1148,2020-09-11 10:41:09.929534,,2602
0,1148,2020-09-11 10:41:09.929535,,2603
0,1148,2020-09-11 10:41:09.929537,,2604
0,1148,2020-09-11 10:41:09.929538,,2605
0,1148,2020-09-11 10:41:09.92954,,2606
0,1148,2020-09-11 10:41:09.929541,,2607
0,1148,2020-09-11 10:41:09.929543,,2608
0,1148,2020-09-11 10:41:09.929544,,2609
533,1149,2020-09-11 10:41:10.360113,,2610
533,1149,2020-09-11 10:41:10.360125,,2611
533,1149,2020-09-11 10:41:10.360127,,2612
533,1149,2020-09-11 10:41:10.360128,,2613
533,1149,2020-09-11 10:41:10.36013,,2614
533,1149,2020-09-11 10:41:10.360131,,2615
533,1149,2020-09-11 10:41:10.360132,,2616
533,1149,2020-09-11 10:41:10.360134,,2617
533,1149,2020-09-11 10:41:10.360135,,2618
4,1153,2020-09-11 10:41:57.4939,,2619
79,1153,2020-09-11 10:41:57.493918,,2620
90,1153,2020-09-11 10:41:57.493919,,2621
90,1153,2020-09-11 10:41:57.493921,,2622
90,1153,2020-09-11 10:41:57.493922,,2623
90,1153,2020-09-11 10:41:57.493924,,2624
90,1153,2020-09-11 10:41:57.493925,,2625
90,1153,2020-09-11 10:41:57.493926,,2626
90,1153,2020-09-11 10:41:57.493928,,2627
907,1155,2020-09-11 11:03:36.873788,,2628
987,1155,2020-09-11 11:03:36.873801,,2629
1775,1155,2020-09-11 11:03:36.873803,,2630
2266,1155,2020-09-11 11:03:36.873805,,2631
2266,1155,2020-09-11 11:03:36.873806,,2632
2266,1155,2020-09-11 11:03:36.873808,,2633
2266,1155,2020-09-11 11:03:36.873809,,2634
2266,1155,2020-09-11 11:03:36.87381,,2635
2266,1155,2020-09-11 11:03:36.873812,,2636
370,1161,2020-09-11 11:04:25.001568,,2637
396,1161,2020-09-11 11:04:25.00158,,2638
1074,1161,2020-09-11 11:04:25.001581,,2639
1357,1161,2020-09-11 11:04:25.001583,,2640
2553,1161,2020-09-11 11:04:25.001584,,2641
2553,1161,2020-09-11 11:04:25.001586,,2642
2553,1161,2020-09-11 11:04:25.001587,,2643
2553,1161,2020-09-11 11:04:25.001588,,2644
2553,1161,2020-09-11 11:04:25.00159,,2645
0,1162,2020-09-11 11:04:25.259853,,2646
0,1162,2020-09-11 11:04:25.259862,,2647
0,1162,2020-09-11 11:04:25.259864,,2648
0,1162,2020-09-11 11:04:25.259865,,2649
0,1162,2020-09-11 11:04:25.259867,,2650
0,1162,2020-09-11 11:04:25.259868,,2651
0,1162,2020-09-11 11:04:25.25987,,2652
0,1162,2020-09-11 11:04:25.259871,,2653
0,1162,2020-09-11 11:04:25.259873,,2654
0,1163,2020-09-11 11:04:29.388265,,2655
0,1163,2020-09-11 11:04:29.388274,,2656
0,1163,2020-09-11 11:04:29.388276,,2657
0,1163,2020-09-11 11:04:29.388277,,2658
0,1163,2020-09-11 11:04:29.388279,,2659
0,1163,2020-09-11 11:04:29.38828,,2660
0,1163,2020-09-11 11:04:29.388282,,2661
0,1163,2020-09-11 11:04:29.388283,,2662
0,1163,2020-09-11 11:04:29.388284,,2663
521,1164,2020-09-11 11:04:42.199172,,2664
521,1164,2020-09-11 11:04:42.199181,,2665
521,1164,2020-09-11 11:04:42.199183,,2666
521,1164,2020-09-11 11:04:42.199184,,2667
521,1164,2020-09-11 11:04:42.199186,,2668
521,1164,2020-09-11 11:04:42.199187,,2669
521,1164,2020-09-11 11:04:42.199189,,2670
521,1164,2020-09-11 11:04:42.19919,,2671
521,1164,2020-09-11 11:04:42.199192,,2672
8,1168,2020-09-11 11:05:13.115096,,2673
75,1168,2020-09-11 11:05:13.11511,,2674
86,1168,2020-09-11 11:05:13.115112,,2675
86,1168,2020-09-11 11:05:13.115113,,2676
86,1168,2020-09-11 11:05:13.115115,,2677
86,1168,2020-09-11 11:05:13.115116,,2678
86,1168,2020-09-11 11:05:13.115118,,2679
86,1168,2020-09-11 11:05:13.115119,,2680
86,1168,2020-09-11 11:05:13.11512,,2681
883,1172,2020-09-11 11:17:14.000289,,2682
967,1172,2020-09-11 11:17:14.000304,,2683
1759,1172,2020-09-11 11:17:14.000305,,2684
2239,1172,2020-09-11 11:17:14.000307,,2685
2239,1172,2020-09-11 11:17:14.000309,,2686
2239,1172,2020-09-11 11:17:14.00031,,2687
2239,1172,2020-09-11 11:17:14.000312,,2688
2239,1172,2020-09-11 11:17:14.000313,,2689
2239,1172,2020-09-11 11:17:14.000314,,2690
375,1176,2020-09-11 11:17:57.864195,,2691
408,1176,2020-09-11 11:17:57.864213,,2692
1087,1176,2020-09-11 11:17:57.864215,,2693
1407,1176,2020-09-11 11:17:57.864217,,2694
2650,1176,2020-09-11 11:17:57.864218,,2695
2650,1176,2020-09-11 11:17:57.864219,,2696
2650,1176,2020-09-11 11:17:57.864221,,2697
2650,1176,2020-09-11 11:17:57.864222,,2698
2650,1176,2020-09-11 11:17:57.864223,,2699
0,1177,2020-09-11 11:17:58.357539,,2700
0,1177,2020-09-11 11:17:58.357546,,2701
0,1177,2020-09-11 11:17:58.357548,,2702
0,1177,2020-09-11 11:17:58.35755,,2703
0,1177,2020-09-11 11:17:58.357551,,2704
0,1177,2020-09-11 11:17:58.357552,,2705
0,1177,2020-09-11 11:17:58.357554,,2706
0,1177,2020-09-11 11:17:58.357555,,2707
0,1177,2020-09-11 11:17:58.357557,,2708
0,1183,2020-09-11 11:18:46.647755,,2727
67,1183,2020-09-11 11:18:46.647779,,2728
81,1183,2020-09-11 11:18:46.647781,,2729
81,1183,2020-09-11 11:18:46.647783,,2730
81,1183,2020-09-11 11:18:46.647784,,2731
81,1183,2020-09-11 11:18:46.647786,,2732
81,1183,2020-09-11 11:18:46.647787,,2733
81,1183,2020-09-11 11:18:46.647788,,2734
81,1183,2020-09-11 11:18:46.64779,,2735
0,1178,2020-09-11 11:18:02.904944,,2709
0,1178,2020-09-11 11:18:02.904976,,2710
0,1178,2020-09-11 11:18:02.904978,,2711
0,1178,2020-09-11 11:18:02.904979,,2712
0,1178,2020-09-11 11:18:02.90498,,2713
0,1178,2020-09-11 11:18:02.904982,,2714
0,1178,2020-09-11 11:18:02.904983,,2715
0,1178,2020-09-11 11:18:02.904985,,2716
0,1178,2020-09-11 11:18:02.904986,,2717
506,1179,2020-09-11 11:18:06.615834,,2718
506,1179,2020-09-11 11:18:06.615841,,2719
506,1179,2020-09-11 11:18:06.615842,,2720
506,1179,2020-09-11 11:18:06.615844,,2721
506,1179,2020-09-11 11:18:06.615845,,2722
506,1179,2020-09-11 11:18:06.615847,,2723
506,1179,2020-09-11 11:18:06.615848,,2724
506,1179,2020-09-11 11:18:06.615849,,2725
506,1179,2020-09-11 11:18:06.615851,,2726
0,1184,2020-09-14 18:21:02.600246,,2736
0,1184,2020-09-14 18:21:02.610676,,2737
36,1184,2020-09-14 18:21:02.610699,,2738
36,1184,2020-09-14 18:21:02.610701,,2739
91,1184,2020-09-14 18:21:02.610702,,2740
169,1184,2020-09-14 18:21:02.610702,,2741
169,1184,2020-09-14 18:21:02.610703,,2742
0,1185,2020-09-15 09:57:28.58895,,2743
40,1185,2020-09-15 09:57:28.60122,,2744
40,1185,2020-09-15 09:57:28.60125,,2745
91,1185,2020-09-15 09:57:28.601251,,2746
91,1185,2020-09-15 09:57:28.601252,,2747
91,1185,2020-09-15 09:57:28.601253,,2748
149,1185,2020-09-15 09:57:28.601254,,2749
149,1185,2020-09-15 09:57:28.601255,,2750
149,1185,2020-09-15 09:57:28.601256,,2751
0,1187,2020-09-17 19:11:13.110666,,2759
0,1187,2020-09-17 19:11:13.110674,,2760
36,1187,2020-09-17 19:11:13.110675,,2761
36,1187,2020-09-17 19:11:13.110677,,2762
91,1187,2020-09-17 19:11:13.110678,,2763
169,1187,2020-09-17 19:11:13.110679,,2764
169,1187,2020-09-17 19:11:13.11068,,2765
0,1189,2020-10-05 10:10:34.588379,,2766
0,1189,2020-10-05 10:10:34.606431,,2767
0,1193,2020-10-05 10:10:34.960399,,2768
0,1193,2020-10-05 10:10:34.960406,,2769
391,1198,2020-10-06 10:07:44.879946,,2770
710,1198,2020-10-06 10:07:44.89137,,2771
741,1198,2020-10-06 10:07:44.891378,,2772
800,1198,2020-10-06 10:07:44.891379,,2773
888,1198,2020-10-06 10:07:44.89138,,2774
1495,1198,2020-10-06 10:07:44.891381,,2775
2234,1198,2020-10-06 10:07:44.891382,,2776
2256,1198,2020-10-06 10:07:44.891383,,2777
2256,1198,2020-10-06 10:07:44.891385,,2778
702,1200,2020-10-07 10:09:50.399801,,2779
827,1200,2020-10-07 10:09:50.411364,,2780
989,1200,2020-10-07 10:09:50.411375,,2781
1247,1200,2020-10-07 10:09:50.411377,,2782
1765,1200,2020-10-07 10:09:50.411378,,2783
1882,1200,2020-10-07 10:09:50.411379,,2784
2116,1200,2020-10-07 10:09:50.411381,,2785
2216,1200,2020-10-07 10:09:50.411382,,2786
2216,1200,2020-10-07 10:09:50.411383,,2787
391,1205,2020-10-07 10:09:51.383594,,2788
710,1205,2020-10-07 10:09:51.383606,,2789
741,1205,2020-10-07 10:09:51.383609,,2790
800,1205,2020-10-07 10:09:51.383612,,2791
888,1205,2020-10-07 10:09:51.383615,,2792
1495,1205,2020-10-07 10:09:51.383617,,2793
2234,1205,2020-10-07 10:09:51.383621,,2794
2256,1205,2020-10-07 10:09:51.383624,,2795
2256,1205,2020-10-07 10:09:51.383626,,2796
702,1209,2020-10-07 10:09:52.093955,,2797
827,1209,2020-10-07 10:09:52.093962,,2798
989,1209,2020-10-07 10:09:52.093963,,2799
1247,1209,2020-10-07 10:09:52.093964,,2800
1765,1209,2020-10-07 10:09:52.093965,,2801
1882,1209,2020-10-07 10:09:52.093965,,2802
2116,1209,2020-10-07 10:09:52.093966,,2803
2216,1209,2020-10-07 10:09:52.093967,,2804
2216,1209,2020-10-07 10:09:52.093968,,2805
237,1215,2020-10-08 10:06:34.717117,,2806
427,1215,2020-10-08 10:06:34.728289,,2807
888,1215,2020-10-08 10:06:34.7283,,2808
911,1215,2020-10-08 10:06:34.728301,,2809
1364,1215,2020-10-08 10:06:34.728302,,2810
1554,1215,2020-10-08 10:06:34.728304,,2811
1948,1215,2020-10-08 10:06:34.728305,,2812
2121,1215,2020-10-08 10:06:34.728309,,2813
2194,1215,2020-10-08 10:06:34.72831,,2814
237,1216,2020-10-08 10:06:34.812278,,2815
427,1216,2020-10-08 10:06:34.812284,,2816
888,1216,2020-10-08 10:06:34.812286,,2817
911,1216,2020-10-08 10:06:34.812287,,2818
1364,1216,2020-10-08 10:06:34.812288,,2819
1554,1216,2020-10-08 10:06:34.812289,,2820
1948,1216,2020-10-08 10:06:34.81229,,2821
2121,1216,2020-10-08 10:06:34.812291,,2822
2194,1216,2020-10-08 10:06:34.812293,,2823
365,1220,2020-10-09 10:10:17.998785,,2824
365,1220,2020-10-09 10:10:18.016496,,2825
500,1220,2020-10-09 10:10:18.016506,,2826
528,1220,2020-10-09 10:10:18.016507,,2827
768,1220,2020-10-09 10:10:18.016509,,2828
925,1220,2020-10-09 10:10:18.01651,,2829
925,1220,2020-10-09 10:10:18.016511,,2830
997,1220,2020-10-09 10:10:18.016515,,2831
1048,1220,2020-10-09 10:10:18.016517,,2832
365,1225,2020-10-09 10:10:18.671768,,2833
365,1225,2020-10-09 10:10:18.671777,,2834
500,1225,2020-10-09 10:10:18.671778,,2835
528,1225,2020-10-09 10:10:18.671779,,2836
768,1225,2020-10-09 10:10:18.671781,,2837
925,1225,2020-10-09 10:10:18.671782,,2838
925,1225,2020-10-09 10:10:18.671783,,2839
997,1225,2020-10-09 10:10:18.671784,,2840
1048,1225,2020-10-09 10:10:18.671785,,2841
0,1230,2020-10-11 20:55:20.367652,,2842
0,1230,2020-10-11 20:55:20.3851,,2843
391,1238,2020-10-11 20:55:21.513566,,2844
710,1238,2020-10-11 20:55:21.513574,,2845
741,1238,2020-10-11 20:55:21.513575,,2846
800,1238,2020-10-11 20:55:21.513576,,2847
888,1238,2020-10-11 20:55:21.513577,,2848
1495,1238,2020-10-11 20:55:21.513578,,2849
2234,1238,2020-10-11 20:55:21.51358,,2850
2256,1238,2020-10-11 20:55:21.513585,,2851
2256,1238,2020-10-11 20:55:21.513586,,2852
702,1239,2020-10-11 20:55:21.711711,,2853
827,1239,2020-10-11 20:55:21.71172,,2854
989,1239,2020-10-11 20:55:21.711721,,2855
1247,1239,2020-10-11 20:55:21.711722,,2856
1765,1239,2020-10-11 20:55:21.711723,,2857
1882,1239,2020-10-11 20:55:21.711725,,2858
2116,1239,2020-10-11 20:55:21.711726,,2859
2216,1239,2020-10-11 20:55:21.711727,,2860
2216,1239,2020-10-11 20:55:21.711728,,2861
365,1242,2020-10-12 10:11:24.061364,,2862
365,1242,2020-10-12 10:11:24.079135,,2863
500,1242,2020-10-12 10:11:24.079146,,2864
528,1242,2020-10-12 10:11:24.079148,,2865
768,1242,2020-10-12 10:11:24.079149,,2866
925,1242,2020-10-12 10:11:24.079151,,2867
925,1242,2020-10-12 10:11:24.079152,,2868
997,1242,2020-10-12 10:11:24.079153,,2869
1048,1242,2020-10-12 10:11:24.079154,,2870
237,1244,2020-10-12 10:11:24.586433,,2871
427,1244,2020-10-12 10:11:24.58644,,2872
888,1244,2020-10-12 10:11:24.586441,,2873
911,1244,2020-10-12 10:11:24.586445,,2874
1364,1244,2020-10-12 10:11:24.586447,,2875
1554,1244,2020-10-12 10:11:24.586448,,2876
1948,1244,2020-10-12 10:11:24.586449,,2877
2121,1244,2020-10-12 10:11:24.58645,,2878
2194,1244,2020-10-12 10:11:24.586451,,2879
0,1248,2020-10-12 10:11:25.610156,,2880
199,1256,2020-10-13 10:10:21.918134,,2881
398,1256,2020-10-13 10:10:21.929547,,2882
475,1256,2020-10-13 10:10:21.929564,,2883
732,1256,2020-10-13 10:10:21.929565,,2884
732,1256,2020-10-13 10:10:21.929566,,2885
1354,1256,2020-10-13 10:10:21.929566,,2886
199,1257,2020-10-13 10:10:21.936484,,2887
398,1257,2020-10-13 10:10:21.93649,,2888
475,1257,2020-10-13 10:10:21.936491,,2889
732,1257,2020-10-13 10:10:21.936493,,2890
732,1257,2020-10-13 10:10:21.936494,,2891
1354,1257,2020-10-13 10:10:21.936495,,2892
0,1258,2020-10-13 10:10:22.28949,,2893
510,1259,2020-10-15 10:10:22.063362,,2894
1184,1259,2020-10-15 10:10:22.081554,,2895
1249,1259,2020-10-15 10:10:22.081566,,2896
1804,1259,2020-10-15 10:10:22.081567,,2897
3344,1259,2020-10-15 10:10:22.081569,,2898
3786,1259,2020-10-15 10:10:22.08157,,2899
3893,1259,2020-10-15 10:10:22.081571,,2900
4050,1259,2020-10-15 10:10:22.081572,,2901
4050,1259,2020-10-15 10:10:22.081574,,2902
629,1261,2020-10-15 10:10:22.710106,,2903
992,1261,2020-10-15 10:10:22.710114,,2904
1277,1261,2020-10-15 10:10:22.710116,,2905
2363,1261,2020-10-15 10:10:22.710118,,2906
3006,1261,2020-10-15 10:10:22.71012,,2907
3241,1261,2020-10-15 10:10:22.710122,,2908
3439,1261,2020-10-15 10:10:22.710123,,2909
3665,1261,2020-10-15 10:10:22.710125,,2910
3665,1261,2020-10-15 10:10:22.710127,,2911
394,1267,2020-10-16 10:12:56.036076,,2912
1227,1267,2020-10-16 10:12:56.0545,,2913
1458,1267,2020-10-16 10:12:56.05451,,2914
1877,1267,2020-10-16 10:12:56.054512,,2915
2528,1267,2020-10-16 10:12:56.054513,,2916
3161,1267,2020-10-16 10:12:56.054514,,2917
3566,1267,2020-10-16 10:12:56.054515,,2918
3920,1267,2020-10-16 10:12:56.054517,,2919
3933,1267,2020-10-16 10:12:56.054518,,2920
885,1271,2020-10-17 10:10:30.784279,,2921
1164,1271,2020-10-17 10:10:30.796023,,2922
0,1278,2020-10-18 10:08:12.768797,,2923
337,1278,2020-10-18 10:08:12.786844,,2924
733,1278,2020-10-18 10:08:12.786854,,2925
873,1278,2020-10-18 10:08:12.786856,,2926
1335,1278,2020-10-18 10:08:12.786857,,2927
2092,1278,2020-10-18 10:08:12.786858,,2928
3067,1278,2020-10-18 10:08:12.786859,,2929
4026,1278,2020-10-18 10:08:12.78686,,2930
4416,1278,2020-10-18 10:08:12.786862,,2931
0,1281,2020-10-19 10:11:08.402654,,2932
0,1281,2020-10-19 10:11:08.419574,,2933
216,1281,2020-10-19 10:11:08.419584,,2934
342,1281,2020-10-19 10:11:08.419585,,2935
952,1281,2020-10-19 10:11:08.419586,,2936
1241,1281,2020-10-19 10:11:08.419588,,2937
1851,1281,2020-10-19 10:11:08.419589,,2938
2175,1281,2020-10-19 10:11:08.41959,,2939
2513,1281,2020-10-19 10:11:08.419591,,2940
